Lead_ID,Date_Assigned,Sales_Rep,Lead_Source,Status,Projected_Revenue,Days_To_Follow_Up,First_Follow_Up_Date,Data_Quality_Flag
Ld-1494,2026-01-21 15:27:25.805348,David L.,Referral,Closed Lost,25764,5,2026-01-26 15:27:25.805348,Accurate
Ld-3092,2026-01-21 15:27:25.805348,David L.,Referral,Closed Won,48596,2,2026-01-23 15:27:25.805348,Accurate
Ld-3572,2026-01-21 15:27:25.805348,Emma W.,Trade Show,Closed Won,19042,2,2026-01-23 15:27:25.805348,Accurate
Ld-5736,2026-01-21 15:27:25.805348,Alex H.,Referral,New,41289,4,2026-01-25 15:27:25.805348,Accurate
Ld-2077,2026-01-21 15:27:25.805348,Sarah M.,Referral,In Progress,39884,3,2026-01-24 15:27:25.805348,Accurate
Ld-5763,2026-01-21 15:27:25.805348,Alex H.,Webinar,Closed Lost,44605,4,2026-01-25 15:27:25.805348,Accurate
Ld-4879,2026-01-21 15:27:25.805348,Emma W.,Trade Show,Closed Lost,10722,3,2026-01-24 15:27:25.805348,Accurate
Ld-1685,2026-01-21 15:27:25.805348,Alex H.,Trade Show,New,45251,3,2026-01-24 15:27:25.805348,Accurate
Ld-3307,2026-01-21 15:27:25.805348,Emma W.,Website,New,12967,4,2026-01-25 15:27:25.805348,Accurate
Ld-2574,2026-01-22 15:27:25.805348,Sarah M.,Webinar,New,27534,2,2026-01-24 15:27:25.805348,Accurate
Ld-3326,2026-01-22 15:27:25.805348,Sarah M.,Webinar,New,36497,4,2026-01-26 15:27:25.805348,Accurate
Ld-5928,2026-01-22 15:27:25.805348,Sarah M.,Website,New,19536,2,2026-01-24 15:27:25.805348,Missing/Inaccurate
Ld-1051,2026-01-22 15:27:25.805348,Alex H.,Referral,In Progress,22159,3,2026-01-25 15:27:25.805348,Accurate
Ld-1670,2026-01-22 15:27:25.805348,David L.,Cold Call,Closed Lost,46430,3,2026-01-25 15:27:25.805348,Accurate
Ld-2180,2026-01-22 15:27:25.805348,Emma W.,Webinar,Closed Won,33071,5,2026-01-27 15:27:25.805348,Accurate
Ld-4671,2026-01-22 15:27:25.805348,James T.,Webinar,Closed Lost,31672,3,2026-01-25 15:27:25.805348,Accurate
Ld-2583,2026-01-22 15:27:25.805348,Emma W.,Referral,Closed Lost,47534,3,2026-01-25 15:27:25.805348,Accurate
Ld-5577,2026-01-22 15:27:25.805348,Alex H.,Trade Show,Closed Won,28675,3,2026-01-25 15:27:25.805348,Accurate
Ld-1532,2026-01-22 15:27:25.805348,Sarah M.,Website,Closed Won,22955,4,2026-01-26 15:27:25.805348,Accurate
Ld-5704,2026-01-22 15:27:25.805348,Alex H.,Webinar,Closed Won,33302,3,2026-01-25 15:27:25.805348,Accurate
Ld-1605,2026-01-22 15:27:25.805348,Emma W.,Cold Call,In Progress,18807,3,2026-01-25 15:27:25.805348,Accurate
Ld-2546,2026-01-22 15:27:25.805348,Emma W.,Webinar,New,8020,2,2026-01-24 15:27:25.805348,Accurate
Ld-3145,2026-01-22 15:27:25.805348,Alex H.,Cold Call,Closed Won,34344,3,2026-01-25 15:27:25.805348,Accurate
Ld-1547,2026-01-22 15:27:25.805348,Alex H.,Cold Call,Closed Lost,19397,4,2026-01-26 15:27:25.805348,Accurate
Ld-5278,2026-01-22 15:27:25.805348,David L.,Cold Call,New,15409,3,2026-01-25 15:27:25.805348,Accurate
Ld-4331,2026-01-22 15:27:25.805348,David L.,Referral,Closed Lost,11139,2,2026-01-24 15:27:25.805348,Accurate
Ld-1420,2026-01-22 15:27:25.805348,Emma W.,Cold Call,Closed Won,28944,2,2026-01-24 15:27:25.805348,Accurate
Ld-4843,2026-01-22 15:27:25.805348,Alex H.,Website,Closed Won,19122,2,2026-01-24 15:27:25.805348,Accurate
Ld-4553,2026-01-22 15:27:25.805348,Sarah M.,Website,In Progress,44323,4,2026-01-26 15:27:25.805348,Accurate
Ld-3949,2026-01-22 15:27:25.805348,Alex H.,Referral,In Progress,44864,2,2026-01-24 15:27:25.805348,Missing/Inaccurate
Ld-1103,2026-01-23 15:27:25.805348,James T.,Referral,New,43660,2,2026-01-25 15:27:25.805348,Accurate
Ld-1140,2026-01-23 15:27:25.805348,Sarah M.,Trade Show,In Progress,38827,4,2026-01-27 15:27:25.805348,Accurate
Ld-2850,2026-01-23 15:27:25.805348,James T.,Cold Call,Closed Lost,24342,2,2026-01-25 15:27:25.805348,Accurate
Ld-1311,2026-01-23 15:27:25.805348,Alex H.,Cold Call,In Progress,45764,5,2026-01-28 15:27:25.805348,Accurate
Ld-5534,2026-01-23 15:27:25.805348,Emma W.,Cold Call,Closed Won,47215,3,2026-01-26 15:27:25.805348,Accurate
Ld-3487,2026-01-23 15:27:25.805348,Alex H.,Webinar,Closed Won,22153,1,2026-01-24 15:27:25.805348,Accurate
Ld-4350,2026-01-23 15:27:25.805348,David L.,Website,New,10498,2,2026-01-25 15:27:25.805348,Accurate
Ld-3869,2026-01-23 15:27:25.805348,David L.,Referral,Closed Won,16531,1,2026-01-24 15:27:25.805348,Accurate
Ld-5226,2026-01-23 15:27:25.805348,Alex H.,Website,In Progress,34231,5,2026-01-28 15:27:25.805348,Accurate
Ld-4827,2026-01-23 15:27:25.805348,James T.,Trade Show,In Progress,15685,3,2026-01-26 15:27:25.805348,Accurate
Ld-4342,2026-01-23 15:27:25.805348,Alex H.,Website,New,32716,3,2026-01-26 15:27:25.805348,Accurate
Ld-3806,2026-01-23 15:27:25.805348,Alex H.,Website,New,35651,3,2026-01-26 15:27:25.805348,Accurate
Ld-5432,2026-01-23 15:27:25.805348,David L.,Trade Show,New,37115,3,2026-01-26 15:27:25.805348,Accurate
Ld-2318,2026-01-23 15:27:25.805348,James T.,Webinar,Closed Lost,7711,3,2026-01-26 15:27:25.805348,Missing/Inaccurate
Ld-4753,2026-01-23 15:27:25.805348,Alex H.,Referral,Closed Lost,21616,4,2026-01-27 15:27:25.805348,Accurate
Ld-2037,2026-01-23 15:27:25.805348,Alex H.,Trade Show,In Progress,29519,4,2026-01-27 15:27:25.805348,Accurate
Ld-3490,2026-01-24 15:27:25.805348,Alex H.,Trade Show,In Progress,44071,4,2026-01-28 15:27:25.805348,Accurate
Ld-1043,2026-01-24 15:27:25.805348,Sarah M.,Webinar,Closed Lost,48323,3,2026-01-27 15:27:25.805348,Accurate
Ld-3007,2026-01-24 15:27:25.805348,James T.,Trade Show,Closed Won,6667,4,2026-01-28 15:27:25.805348,Accurate
Ld-4255,2026-01-24 15:27:25.805348,Alex H.,Trade Show,Closed Won,15213,4,2026-01-28 15:27:25.805348,Accurate
Ld-5626,2026-01-24 15:27:25.805348,Alex H.,Trade Show,In Progress,41046,3,2026-01-27 15:27:25.805348,Accurate
Ld-3420,2026-01-24 15:27:25.805348,Emma W.,Webinar,Closed Lost,28561,2,2026-01-26 15:27:25.805348,Accurate
Ld-4897,2026-01-24 15:27:25.805348,David L.,Cold Call,New,46560,4,2026-01-28 15:27:25.805348,Accurate
Ld-2457,2026-01-24 15:27:25.805348,Sarah M.,Cold Call,In Progress,25144,1,2026-01-25 15:27:25.805348,Accurate
Ld-4359,2026-01-24 15:27:25.805348,Sarah M.,Referral,Closed Won,5138,3,2026-01-27 15:27:25.805348,Accurate
Ld-2531,2026-01-24 15:27:25.805348,Sarah M.,Trade Show,Closed Lost,34192,4,2026-01-28 15:27:25.805348,Accurate
Ld-3296,2026-01-24 15:27:25.805348,James T.,Cold Call,Closed Won,16138,4,2026-01-28 15:27:25.805348,Accurate
Ld-3820,2026-01-24 15:27:25.805348,Sarah M.,Trade Show,Closed Won,35933,2,2026-01-26 15:27:25.805348,Accurate
Ld-4885,2026-01-24 15:27:25.805348,David L.,Trade Show,New,45386,5,2026-01-29 15:27:25.805348,Accurate
Ld-4349,2026-01-24 15:27:25.805348,David L.,Trade Show,Closed Won,26300,4,2026-01-28 15:27:25.805348,Missing/Inaccurate
Ld-3096,2026-01-24 15:27:25.805348,Alex H.,Referral,In Progress,39054,4,2026-01-28 15:27:25.805348,Accurate
Ld-1279,2026-01-24 15:27:25.805348,Emma W.,Referral,In Progress,7869,4,2026-01-28 15:27:25.805348,Missing/Inaccurate
Ld-5017,2026-01-24 15:27:25.805348,Alex H.,Webinar,Closed Won,49582,5,2026-01-29 15:27:25.805348,Accurate
Ld-3524,2026-01-24 15:27:25.805348,Sarah M.,Website,New,19571,2,2026-01-26 15:27:25.805348,Accurate
Ld-5719,2026-01-25 15:27:25.805348,David L.,Cold Call,Closed Won,22375,4,2026-01-29 15:27:25.805348,Accurate
Ld-2870,2026-01-25 15:27:25.805348,Alex H.,Webinar,Closed Lost,40046,5,2026-01-30 15:27:25.805348,Missing/Inaccurate
Ld-4574,2026-01-25 15:27:25.805348,Sarah M.,Website,New,36897,3,2026-01-28 15:27:25.805348,Accurate
Ld-2533,2026-01-25 15:27:25.805348,James T.,Trade Show,In Progress,20585,4,2026-01-29 15:27:25.805348,Accurate
Ld-1861,2026-01-25 15:27:25.805348,Sarah M.,Cold Call,Closed Lost,20034,4,2026-01-29 15:27:25.805348,Accurate
Ld-3192,2026-01-25 15:27:25.805348,David L.,Website,Closed Won,41378,3,2026-01-28 15:27:25.805348,Accurate
Ld-5260,2026-01-25 15:27:25.805348,Emma W.,Cold Call,Closed Lost,42705,3,2026-01-28 15:27:25.805348,Accurate
Ld-5121,2026-01-25 15:27:25.805348,Alex H.,Website,Closed Lost,6855,2,2026-01-27 15:27:25.805348,Accurate
Ld-2714,2026-01-25 15:27:25.805348,Sarah M.,Webinar,New,43565,3,2026-01-28 15:27:25.805348,Accurate
Ld-1747,2026-01-25 15:27:25.805348,James T.,Trade Show,In Progress,47783,4,2026-01-29 15:27:25.805348,Accurate
Ld-1717,2026-01-25 15:27:25.805348,David L.,Trade Show,Closed Won,11938,4,2026-01-29 15:27:25.805348,Accurate
Ld-4760,2026-01-25 15:27:25.805348,David L.,Website,Closed Lost,36226,3,2026-01-28 15:27:25.805348,Accurate
Ld-3922,2026-01-25 15:27:25.805348,James T.,Referral,New,5645,2,2026-01-27 15:27:25.805348,Missing/Inaccurate
Ld-5257,2026-01-25 15:27:25.805348,Emma W.,Website,Closed Lost,13367,4,2026-01-29 15:27:25.805348,Accurate
Ld-3925,2026-01-25 15:27:25.805348,James T.,Cold Call,New,35090,2,2026-01-27 15:27:25.805348,Accurate
Ld-1671,2026-01-25 15:27:25.805348,Sarah M.,Trade Show,New,29504,5,2026-01-30 15:27:25.805348,Missing/Inaccurate
Ld-4523,2026-01-25 15:27:25.805348,Alex H.,Cold Call,Closed Lost,40323,2,2026-01-27 15:27:25.805348,Accurate
Ld-3959,2026-01-25 15:27:25.805348,David L.,Webinar,In Progress,37602,5,2026-01-30 15:27:25.805348,Accurate
Ld-1897,2026-01-25 15:27:25.805348,Alex H.,Trade Show,New,17199,3,2026-01-28 15:27:25.805348,Accurate
Ld-1372,2026-01-25 15:27:25.805348,James T.,Trade Show,New,15893,4,2026-01-29 15:27:25.805348,Accurate
Ld-1331,2026-01-26 15:27:25.805348,Alex H.,Website,Closed Won,40743,3,2026-01-29 15:27:25.805348,Accurate
Ld-5968,2026-01-26 15:27:25.805348,David L.,Cold Call,In Progress,13597,3,2026-01-29 15:27:25.805348,Accurate
Ld-1262,2026-01-26 15:27:25.805348,Emma W.,Trade Show,Closed Won,20151,3,2026-01-29 15:27:25.805348,Missing/Inaccurate
Ld-3481,2026-01-26 15:27:25.805348,David L.,Website,In Progress,11910,4,2026-01-30 15:27:25.805348,Accurate
Ld-4314,2026-01-26 15:27:25.805348,Emma W.,Referral,Closed Won,11591,1,2026-01-27 15:27:25.805348,Accurate
Ld-4463,2026-01-26 15:27:25.805348,Emma W.,Referral,In Progress,22611,2,2026-01-28 15:27:25.805348,Accurate
Ld-5759,2026-01-26 15:27:25.805348,Emma W.,Cold Call,New,19026,3,2026-01-29 15:27:25.805348,Accurate
Ld-4641,2026-01-26 15:27:25.805348,Alex H.,Cold Call,New,43342,4,2026-01-30 15:27:25.805348,Missing/Inaccurate
Ld-5985,2026-01-26 15:27:25.805348,Emma W.,Website,New,42588,2,2026-01-28 15:27:25.805348,Accurate
Ld-1281,2026-01-26 15:27:25.805348,Sarah M.,Referral,Closed Won,29736,2,2026-01-28 15:27:25.805348,Missing/Inaccurate
Ld-5156,2026-01-26 15:27:25.805348,David L.,Referral,In Progress,43811,3,2026-01-29 15:27:25.805348,Accurate
Ld-4554,2026-01-26 15:27:25.805348,James T.,Referral,In Progress,21237,2,2026-01-28 15:27:25.805348,Accurate
Ld-1430,2026-01-27 15:27:25.805348,Alex H.,Webinar,Closed Lost,18500,4,2026-01-31 15:27:25.805348,Accurate
Ld-2545,2026-01-27 15:27:25.805348,Emma W.,Referral,Closed Won,14903,4,2026-01-31 15:27:25.805348,Accurate
Ld-4401,2026-01-27 15:27:25.805348,James T.,Webinar,In Progress,6207,4,2026-01-31 15:27:25.805348,Accurate
Ld-5698,2026-01-27 15:27:25.805348,David L.,Trade Show,Closed Won,14306,4,2026-01-31 15:27:25.805348,Accurate
Ld-1337,2026-01-27 15:27:25.805348,Sarah M.,Referral,Closed Won,28093,3,2026-01-30 15:27:25.805348,Accurate
Ld-5605,2026-01-27 15:27:25.805348,Emma W.,Cold Call,In Progress,22374,3,2026-01-30 15:27:25.805348,Missing/Inaccurate
Ld-4126,2026-01-27 15:27:25.805348,Emma W.,Website,Closed Lost,47604,4,2026-01-31 15:27:25.805348,Accurate
Ld-1725,2026-01-27 15:27:25.805348,Sarah M.,Website,New,5404,2,2026-01-29 15:27:25.805348,Accurate
Ld-1545,2026-01-27 15:27:25.805348,James T.,Referral,In Progress,26352,3,2026-01-30 15:27:25.805348,Accurate
Ld-1807,2026-01-27 15:27:25.805348,Alex H.,Webinar,New,20183,4,2026-01-31 15:27:25.805348,Accurate
Ld-2589,2026-01-27 15:27:25.805348,David L.,Referral,New,38062,4,2026-01-31 15:27:25.805348,Accurate
Ld-2702,2026-01-27 15:27:25.805348,Sarah M.,Referral,In Progress,43827,3,2026-01-30 15:27:25.805348,Accurate
Ld-3975,2026-01-28 15:27:25.805348,James T.,Cold Call,Closed Won,41598,2,2026-01-30 15:27:25.805348,Accurate
Ld-3595,2026-01-28 15:27:25.805348,Sarah M.,Referral,Closed Won,22081,2,2026-01-30 15:27:25.805348,Accurate
Ld-2258,2026-01-28 15:27:25.805348,Alex H.,Webinar,In Progress,29557,2,2026-01-30 15:27:25.805348,Accurate
Ld-1330,2026-01-28 15:27:25.805348,James T.,Referral,Closed Lost,15492,6,2026-02-03 15:27:25.805348,Accurate
Ld-3912,2026-01-28 15:27:25.805348,David L.,Webinar,Closed Lost,31515,4,2026-02-01 15:27:25.805348,Accurate
Ld-3573,2026-01-28 15:27:25.805348,James T.,Trade Show,In Progress,30498,3,2026-01-31 15:27:25.805348,Accurate
Ld-3916,2026-01-28 15:27:25.805348,Emma W.,Referral,Closed Lost,20036,5,2026-02-02 15:27:25.805348,Missing/Inaccurate
Ld-1590,2026-01-28 15:27:25.805348,Alex H.,Webinar,New,22337,1,2026-01-29 15:27:25.805348,Accurate
Ld-4065,2026-01-28 15:27:25.805348,Emma W.,Referral,Closed Won,12851,1,2026-01-29 15:27:25.805348,Accurate
Ld-5981,2026-01-29 15:27:25.805348,David L.,Website,In Progress,17100,5,2026-02-03 15:27:25.805348,Accurate
Ld-1412,2026-01-29 15:27:25.805348,Alex H.,Cold Call,Closed Lost,33251,2,2026-01-31 15:27:25.805348,Accurate
Ld-4847,2026-01-29 15:27:25.805348,Emma W.,Cold Call,Closed Lost,13711,4,2026-02-02 15:27:25.805348,Missing/Inaccurate
Ld-4055,2026-01-29 15:27:25.805348,David L.,Webinar,In Progress,14277,4,2026-02-02 15:27:25.805348,Accurate
Ld-5411,2026-01-29 15:27:25.805348,Sarah M.,Website,Closed Lost,44740,4,2026-02-02 15:27:25.805348,Accurate
Ld-1433,2026-01-29 15:27:25.805348,David L.,Cold Call,New,21964,5,2026-02-03 15:27:25.805348,Accurate
Ld-1506,2026-01-29 15:27:25.805348,Alex H.,Trade Show,Closed Lost,30351,2,2026-01-31 15:27:25.805348,Accurate
Ld-2927,2026-01-29 15:27:25.805348,Alex H.,Cold Call,In Progress,6058,4,2026-02-02 15:27:25.805348,Accurate
Ld-3569,2026-01-30 15:27:25.805348,Emma W.,Trade Show,New,41735,5,2026-02-04 15:27:25.805348,Accurate
Ld-4685,2026-01-30 15:27:25.805348,David L.,Cold Call,Closed Won,36881,4,2026-02-03 15:27:25.805348,Accurate
Ld-1445,2026-01-30 15:27:25.805348,Emma W.,Website,New,35445,1,2026-01-31 15:27:25.805348,Accurate
Ld-1665,2026-01-30 15:27:25.805348,Alex H.,Cold Call,New,47356,4,2026-02-03 15:27:25.805348,Accurate
Ld-4227,2026-01-30 15:27:25.805348,David L.,Cold Call,Closed Lost,11439,2,2026-02-01 15:27:25.805348,Accurate
Ld-4561,2026-01-30 15:27:25.805348,Sarah M.,Cold Call,In Progress,10590,5,2026-02-04 15:27:25.805348,Accurate
Ld-2912,2026-01-30 15:27:25.805348,Alex H.,Webinar,Closed Won,22774,4,2026-02-03 15:27:25.805348,Accurate
Ld-3186,2026-01-30 15:27:25.805348,David L.,Trade Show,In Progress,7472,3,2026-02-02 15:27:25.805348,Accurate
Ld-3214,2026-01-30 15:27:25.805348,Emma W.,Cold Call,Closed Won,5207,3,2026-02-02 15:27:25.805348,Accurate
Ld-2108,2026-01-30 15:27:25.805348,Sarah M.,Cold Call,New,44964,2,2026-02-01 15:27:25.805348,Accurate
Ld-3831,2026-01-30 15:27:25.805348,David L.,Webinar,Closed Lost,23489,4,2026-02-03 15:27:25.805348,Accurate
Ld-4651,2026-01-30 15:27:25.805348,David L.,Trade Show,Closed Lost,25808,5,2026-02-04 15:27:25.805348,Accurate
Ld-4181,2026-01-30 15:27:25.805348,Emma W.,Webinar,New,18146,4,2026-02-03 15:27:25.805348,Accurate
Ld-4473,2026-01-31 15:27:25.805348,Sarah M.,Referral,New,16590,3,2026-02-03 15:27:25.805348,Accurate
Ld-5609,2026-01-31 15:27:25.805348,Alex H.,Trade Show,New,49516,3,2026-02-03 15:27:25.805348,Accurate
Ld-2024,2026-01-31 15:27:25.805348,David L.,Cold Call,Closed Lost,7192,5,2026-02-05 15:27:25.805348,Accurate
Ld-1493,2026-01-31 15:27:25.805348,David L.,Cold Call,Closed Won,29107,4,2026-02-04 15:27:25.805348,Missing/Inaccurate
Ld-5227,2026-01-31 15:27:25.805348,David L.,Website,Closed Won,41963,3,2026-02-03 15:27:25.805348,Accurate
Ld-4395,2026-01-31 15:27:25.805348,James T.,Trade Show,New,33308,2,2026-02-02 15:27:25.805348,Accurate
Ld-4176,2026-01-31 15:27:25.805348,Alex H.,Cold Call,Closed Won,27432,3,2026-02-03 15:27:25.805348,Accurate
Ld-5761,2026-01-31 15:27:25.805348,Emma W.,Cold Call,In Progress,35908,3,2026-02-03 15:27:25.805348,Accurate
Ld-4984,2026-01-31 15:27:25.805348,Sarah M.,Website,In Progress,30275,4,2026-02-04 15:27:25.805348,Missing/Inaccurate
Ld-1347,2026-01-31 15:27:25.805348,Alex H.,Cold Call,In Progress,21538,1,2026-02-01 15:27:25.805348,Accurate
Ld-1630,2026-01-31 15:27:25.805348,Alex H.,Webinar,In Progress,14435,5,2026-02-05 15:27:25.805348,Accurate
Ld-5793,2026-01-31 15:27:25.805348,Sarah M.,Referral,New,6141,5,2026-02-05 15:27:25.805348,Accurate
Ld-4642,2026-01-31 15:27:25.805348,James T.,Cold Call,Closed Won,25456,3,2026-02-03 15:27:25.805348,Accurate
Ld-1555,2026-02-01 15:27:25.805348,Sarah M.,Referral,New,29466,3,2026-02-04 15:27:25.805348,Accurate
Ld-2267,2026-02-01 15:27:25.805348,Emma W.,Webinar,In Progress,41801,4,2026-02-05 15:27:25.805348,Accurate
Ld-3358,2026-02-01 15:27:25.805348,Alex H.,Trade Show,New,10693,4,2026-02-05 15:27:25.805348,Missing/Inaccurate
Ld-5236,2026-02-01 15:27:25.805348,Sarah M.,Website,Closed Lost,42525,4,2026-02-05 15:27:25.805348,Accurate
Ld-3944,2026-02-01 15:27:25.805348,Sarah M.,Trade Show,New,11450,3,2026-02-04 15:27:25.805348,Accurate
Ld-2880,2026-02-01 15:27:25.805348,Emma W.,Cold Call,In Progress,25939,4,2026-02-05 15:27:25.805348,Accurate
Ld-1923,2026-02-01 15:27:25.805348,James T.,Webinar,In Progress,40358,3,2026-02-04 15:27:25.805348,Accurate
Ld-2464,2026-02-01 15:27:25.805348,Alex H.,Webinar,New,37913,2,2026-02-03 15:27:25.805348,Accurate
Ld-3063,2026-02-01 15:27:25.805348,James T.,Trade Show,Closed Lost,31966,2,2026-02-03 15:27:25.805348,Accurate
Ld-3719,2026-02-01 15:27:25.805348,James T.,Trade Show,In Progress,14435,2,2026-02-03 15:27:25.805348,Accurate
Ld-1926,2026-02-01 15:27:25.805348,Sarah M.,Trade Show,In Progress,14111,2,2026-02-03 15:27:25.805348,Accurate
Ld-1048,2026-02-01 15:27:25.805348,David L.,Cold Call,Closed Lost,28897,3,2026-02-04 15:27:25.805348,Accurate
Ld-1867,2026-02-01 15:27:25.805348,Alex H.,Webinar,New,43638,3,2026-02-04 15:27:25.805348,Accurate
Ld-4050,2026-02-01 15:27:25.805348,Emma W.,Referral,Closed Lost,29173,3,2026-02-04 15:27:25.805348,Accurate
Ld-3600,2026-02-01 15:27:25.805348,James T.,Webinar,New,23313,4,2026-02-05 15:27:25.805348,Accurate
Ld-4758,2026-02-01 15:27:25.805348,Sarah M.,Webinar,New,16704,4,2026-02-05 15:27:25.805348,Accurate
Ld-2008,2026-02-02 15:27:25.805348,Emma W.,Referral,New,22449,2,2026-02-04 15:27:25.805348,Accurate
Ld-1151,2026-02-02 15:27:25.805348,David L.,Cold Call,Closed Lost,34723,4,2026-02-06 15:27:25.805348,Accurate
Ld-2528,2026-02-02 15:27:25.805348,James T.,Website,Closed Lost,28265,4,2026-02-06 15:27:25.805348,Accurate
Ld-4854,2026-02-02 15:27:25.805348,Emma W.,Cold Call,In Progress,28360,4,2026-02-06 15:27:25.805348,Accurate
Ld-3579,2026-02-02 15:27:25.805348,David L.,Trade Show,Closed Won,48241,5,2026-02-07 15:27:25.805348,Accurate
Ld-2052,2026-02-02 15:27:25.805348,Alex H.,Trade Show,New,22334,3,2026-02-05 15:27:25.805348,Accurate
Ld-3832,2026-02-02 15:27:25.805348,James T.,Cold Call,New,44961,4,2026-02-06 15:27:25.805348,Accurate
Ld-3248,2026-02-02 15:27:25.805348,Sarah M.,Referral,New,40585,4,2026-02-06 15:27:25.805348,Accurate
Ld-3477,2026-02-02 15:27:25.805348,James T.,Trade Show,New,31189,3,2026-02-05 15:27:25.805348,Accurate
Ld-3363,2026-02-02 15:27:25.805348,James T.,Cold Call,Closed Lost,31715,1,2026-02-03 15:27:25.805348,Accurate
Ld-2361,2026-02-02 15:27:25.805348,Sarah M.,Trade Show,New,25491,3,2026-02-05 15:27:25.805348,Missing/Inaccurate
Ld-1701,2026-02-02 15:27:25.805348,James T.,Webinar,Closed Won,10713,4,2026-02-06 15:27:25.805348,Accurate
Ld-1154,2026-02-02 15:27:25.805348,James T.,Cold Call,New,47941,3,2026-02-05 15:27:25.805348,Accurate
Ld-5021,2026-02-02 15:27:25.805348,Alex H.,Cold Call,Closed Won,29885,4,2026-02-06 15:27:25.805348,Accurate
Ld-2904,2026-02-03 15:27:25.805348,Emma W.,Cold Call,Closed Lost,11116,4,2026-02-07 15:27:25.805348,Accurate
Ld-5748,2026-02-03 15:27:25.805348,Alex H.,Trade Show,New,49594,3,2026-02-06 15:27:25.805348,Accurate
Ld-1608,2026-02-03 15:27:25.805348,Alex H.,Trade Show,New,22749,3,2026-02-06 15:27:25.805348,Accurate
Ld-4344,2026-02-03 15:27:25.805348,Alex H.,Trade Show,In Progress,20848,2,2026-02-05 15:27:25.805348,Accurate
Ld-4173,2026-02-03 15:27:25.805348,Sarah M.,Cold Call,Closed Lost,49299,4,2026-02-07 15:27:25.805348,Missing/Inaccurate
Ld-4697,2026-02-03 15:27:25.805348,Sarah M.,Referral,In Progress,20193,3,2026-02-06 15:27:25.805348,Accurate
Ld-3114,2026-02-03 15:27:25.805348,James T.,Website,New,18673,2,2026-02-05 15:27:25.805348,Accurate
Ld-4579,2026-02-03 15:27:25.805348,David L.,Cold Call,New,32990,3,2026-02-06 15:27:25.805348,Accurate
Ld-3301,2026-02-03 15:27:25.805348,Alex H.,Website,New,44905,3,2026-02-06 15:27:25.805348,Accurate
Ld-4858,2026-02-03 15:27:25.805348,Alex H.,Trade Show,Closed Won,33247,1,2026-02-04 15:27:25.805348,Accurate
Ld-2595,2026-02-03 15:27:25.805348,Emma W.,Cold Call,In Progress,39832,2,2026-02-05 15:27:25.805348,Accurate
Ld-4272,2026-02-03 15:27:25.805348,David L.,Website,Closed Won,41129,3,2026-02-06 15:27:25.805348,Accurate
Ld-2501,2026-02-03 15:27:25.805348,Sarah M.,Trade Show,Closed Won,5726,5,2026-02-08 15:27:25.805348,Accurate
Ld-1290,2026-02-03 15:27:25.805348,James T.,Webinar,Closed Lost,9735,2,2026-02-05 15:27:25.805348,Accurate
Ld-5275,2026-02-03 15:27:25.805348,David L.,Webinar,Closed Won,9138,3,2026-02-06 15:27:25.805348,Accurate
Ld-5492,2026-02-04 15:27:25.805348,Sarah M.,Webinar,In Progress,24071,5,2026-02-09 15:27:25.805348,Accurate
Ld-4273,2026-02-04 15:27:25.805348,David L.,Website,In Progress,27967,5,2026-02-09 15:27:25.805348,Accurate
Ld-2092,2026-02-04 15:27:25.805348,James T.,Website,In Progress,49241,3,2026-02-07 15:27:25.805348,Accurate
Ld-3236,2026-02-04 15:27:25.805348,Sarah M.,Trade Show,Closed Lost,18395,3,2026-02-07 15:27:25.805348,Accurate
Ld-5907,2026-02-04 15:27:25.805348,Emma W.,Cold Call,Closed Won,35134,2,2026-02-06 15:27:25.805348,Accurate
Ld-5041,2026-02-04 15:27:25.805348,James T.,Trade Show,New,27963,3,2026-02-07 15:27:25.805348,Accurate
Ld-2711,2026-02-04 15:27:25.805348,Alex H.,Referral,New,18547,4,2026-02-08 15:27:25.805348,Accurate
Ld-3623,2026-02-04 15:27:25.805348,Sarah M.,Webinar,Closed Won,11643,3,2026-02-07 15:27:25.805348,Accurate
Ld-4499,2026-02-04 15:27:25.805348,David L.,Trade Show,Closed Won,24810,2,2026-02-06 15:27:25.805348,Accurate
Ld-1471,2026-02-04 15:27:25.805348,Emma W.,Webinar,Closed Won,32663,3,2026-02-07 15:27:25.805348,Accurate
Ld-5234,2026-02-04 15:27:25.805348,Emma W.,Website,Closed Lost,19296,5,2026-02-09 15:27:25.805348,Accurate
Ld-5238,2026-02-04 15:27:25.805348,Sarah M.,Webinar,Closed Lost,39039,1,2026-02-05 15:27:25.805348,Accurate
Ld-4440,2026-02-04 15:27:25.805348,Alex H.,Webinar,New,13016,4,2026-02-08 15:27:25.805348,Accurate
Ld-1515,2026-02-05 15:27:25.805348,Emma W.,Website,Closed Lost,22209,3,2026-02-08 15:27:25.805348,Accurate
Ld-2494,2026-02-05 15:27:25.805348,Alex H.,Cold Call,Closed Won,22320,2,2026-02-07 15:27:25.805348,Accurate
Ld-5558,2026-02-05 15:27:25.805348,Sarah M.,Cold Call,In Progress,31946,1,2026-02-06 15:27:25.805348,Accurate
Ld-1949,2026-02-05 15:27:25.805348,David L.,Webinar,In Progress,7048,4,2026-02-09 15:27:25.805348,Accurate
Ld-5637,2026-02-05 15:27:25.805348,Emma W.,Website,In Progress,15744,2,2026-02-07 15:27:25.805348,Accurate
